0.055205, 0.039589, 0.988566
0.057157, 0.042029, 0.992531
0.054412, 0.041785, 0.991860
0.055815, 0.042639, 0.992531
0.054168, 0.040443, 0.991128
0.055144, 0.038857, 0.990701
0.056242, 0.042700, 0.990396
0.055205, 0.041541, 0.992104
0.053375, 0.040443, 0.990579
0.054107, 0.043737, 0.987346
0.056547, 0.041175, 0.989481
0.056120, 0.037637, 0.994910
0.054412, 0.040565, 0.991311
0.055266, 0.041419, 0.994239
0.054839, 0.040748, 0.985821
0.054473, 0.040504, 0.994727
0.053558, 0.038613, 0.988749
0.054961, 0.041846, 0.990457
0.056425, 0.038979, 0.988749
0.053619, 0.038735, 0.989481
0.055754, 0.039955, 0.988444
0.056364, 0.042395, 0.995581
0.056120, 0.041541, 0.991799
0.054534, 0.041541, 0.989298
0.053314, 0.039101, 0.991250
0.055327, 0.040382, 0.994788
0.058133, 0.043737, 0.991311
0.056852, 0.038491, 0.988810
0.055083, 0.040626, 0.993019
0.055449, 0.041663, 0.986126
0.055266, 0.043066, 0.995215
0.052643, 0.041358, 0.994666
0.056852, 0.042151, 0.995459
0.053802, 0.038918, 0.990640
0.053253, 0.040687, 0.991982
0.055449, 0.039528, 0.989359
0.053070, 0.041846, 0.991799
0.053192, 0.043676, 0.995825
0.054839, 0.041846, 0.988810
0.056303, 0.041968, 0.992531
0.057096, 0.041175, 0.989054
0.056364, 0.041541, 0.991677
0.054717, 0.043432, 0.991311
0.054290, 0.042334, 0.989969
0.053558, 0.041114, 0.989664
0.055083, 0.039711, 0.992165
0.054778, 0.040138, 0.987895
0.054717, 0.043310, 0.991067
0.054534, 0.039833, 0.982893
0.056852, 0.041785, 0.990762
0.054961, 0.041419, 0.988383
0.054534, 0.042700, 0.994361
0.053436, 0.040077, 0.991921
0.053741, 0.042334, 0.993995
0.055998, 0.041968, 0.984845
0.056059, 0.042700, 0.987895
0.053680, 0.039589, 0.998692
0.054107, 0.038979, 0.991128
0.055937, 0.041236, 0.990823
0.054107, 0.041663, 0.987773
0.055083, 0.043249, 0.992775
0.056059, 0.040199, 0.991982
0.054290, 0.041541, 0.988566
0.056425, 0.041907, 0.987529
0.055205, 0.041053, 0.990762
0.056486, 0.041663, 0.992531
0.054534, 0.041053, 0.992043
