0.054778, 0.042273, 0.987895
0.054046, 0.042395, 0.990823
0.053436, 0.042517, 0.991799
0.052765, 0.043798, 0.989298
0.053497, 0.042883, 0.990701
0.052704, 0.042395, 0.989908
0.052704, 0.040321, 0.991860
0.053680, 0.044103, 0.991982
0.053009, 0.041480, 0.991372
0.051484, 0.043066, 0.989725
0.054351, 0.040382, 0.988749
0.054290, 0.042090, 0.992104
0.052521, 0.042944, 0.991982
0.053375, 0.041724, 0.992287
0.053436, 0.042273, 0.989786
0.054168, 0.043127, 0.991677
0.054900, 0.043859, 0.989969
0.054168, 0.042456, 0.989908
0.052033, 0.043676, 0.989664
0.053619, 0.040992, 0.988566
0.052765, 0.042456, 0.990579
0.053680, 0.043981, 0.989176
0.050752, 0.042334, 0.991006
0.052643, 0.041846, 0.989420
0.051850, 0.040748, 0.989054
0.054229, 0.042395, 0.990335
0.053985, 0.041785, 0.990579
0.051545, 0.041785, 0.991616
0.053558, 0.042517, 0.990396
0.053497, 0.043005, 0.991799
0.053497, 0.042090, 0.990274
0.054656, 0.042761, 0.990762
0.052033, 0.042395, 0.992531
0.052582, 0.039772, 0.991921
0.054717, 0.043005, 0.990213
0.054046, 0.042151, 0.988810
0.053375, 0.040809, 0.991311
0.052460, 0.040809, 0.991860
0.054107, 0.041419, 0.992104
0.051911, 0.041968, 0.991250
0.053436, 0.041907, 0.991128
0.053558, 0.042212, 0.989725
0.050996, 0.043554, 0.990274
0.052399, 0.043249, 0.990152
0.053558, 0.039711, 0.989664
0.052582, 0.042761, 0.989176
0.054351, 0.043188, 0.991921
0.053314, 0.040016, 0.990762
0.052826, 0.042090, 0.988993
0.052521, 0.042456, 0.989725
0.054229, 0.041968, 0.991189
0.050630, 0.041907, 0.992531
0.053924, 0.040992, 0.990213
0.053070, 0.041358, 0.990335
0.054229, 0.043859, 0.991006
0.053924, 0.041846, 0.990091
0.051423, 0.042090, 0.990335
0.053802, 0.042517, 0.989237
0.054839, 0.041358, 0.990091
0.052948, 0.043859, 0.989786
0.052643, 0.043005, 0.992470
0.052460, 0.040931, 0.990701
0.053070, 0.040321, 0.989481
0.054290, 0.042212, 0.990152
0.054961, 0.042334, 0.990640
0.053009, 0.044042, 0.991677
0.052216, 0.040870, 0.991006
0.052216, 0.042883, 0.992592
0.054229, 0.044347, 0.989054
0.053131, 0.041541, 0.989969
0.052399, 0.041358, 0.990213
0.052399, 0.043493, 0.989542
0.053192, 0.041114, 0.991006
0.053375, 0.043676, 0.991433
0.052582, 0.041907, 0.990152
0.052948, 0.041602, 0.989481
0.052338, 0.041297, 0.992592
0.054229, 0.041053, 0.990701
0.053802, 0.041724, 0.990823
0.053558, 0.042151, 0.989054
0.053741, 0.043371, 0.989298
0.053009, 0.040077, 0.989481
0.052643, 0.043005, 0.990335
0.053802, 0.041785, 0.989359
0.051789, 0.042578, 0.992287
0.051789, 0.043066, 0.992531
0.049471, 0.041968, 0.988993
0.054839, 0.040870, 0.992714
0.053009, 0.041724, 0.989481
0.053741, 0.043798, 0.991250
0.052033, 0.042517, 0.988871
0.052887, 0.043493, 0.990396
0.052460, 0.041541, 0.992775
0.053863, 0.042395, 0.992592
0.052399, 0.043554, 0.990579
0.053375, 0.041114, 0.992165
0.054412, 0.041724, 0.990518
0.052094, 0.042334, 0.991860
0.052765, 0.041846, 0.991006
0.054534, 0.042090, 0.990213
0.054229, 0.042517, 0.991860
0.052277, 0.042273, 0.990274
0.054412, 0.041785, 0.990091
0.053924, 0.043737, 0.990274
0.053680, 0.041907, 0.990579
0.053253, 0.041480, 0.990884
0.053253, 0.043554, 0.991250
0.053192, 0.042151, 0.990274
0.052948, 0.044164, 0.990579
0.054168, 0.043066, 0.991189
0.054717, 0.042639, 0.990518
0.052277, 0.040077, 0.993385
0.054168, 0.042822, 0.989603
0.052887, 0.042273, 0.990274
0.051118, 0.041846, 0.991433
0.050569, 0.042334, 0.987773
0.051850, 0.041358, 0.990457
0.051118, 0.042700, 0.989969
0.051545, 0.043249, 0.990884
0.050874, 0.042273, 0.989054
0.052704, 0.042395, 0.989725
0.053009, 0.041724, 0.989786
0.052155, 0.041602, 0.988749
0.052094, 0.041663, 0.991433
0.052826, 0.041846, 0.990701
0.051484, 0.041724, 0.986919
0.051972, 0.041968, 0.990945
0.052033, 0.042517, 0.989420
0.052460, 0.041724, 0.991555
0.052033, 0.043005, 0.991311
0.051118, 0.041602, 0.990518
0.052338, 0.042517, 0.991006
0.052704, 0.043005, 0.988871
0.050142, 0.043920, 0.990213
0.051240, 0.042029, 0.990518
0.052155, 0.043249, 0.990945
0.052216, 0.043188, 0.991067
0.052033, 0.042822, 0.990823
0.053314, 0.043127, 0.992226
0.051362, 0.043493, 0.990274
0.052277, 0.043493, 0.990396
0.052094, 0.042395, 0.989420
0.051911, 0.043371, 0.991616
0.052948, 0.040748, 0.991555
0.051972, 0.041907, 0.989237
0.051911, 0.043371, 0.991189
0.053741, 0.043310, 0.990823
0.052948, 0.042212, 0.990640
0.051972, 0.041724, 0.991372
0.051484, 0.043798, 0.990030
0.050569, 0.043066, 0.989176
0.053131, 0.043615, 0.990335
0.051362, 0.042761, 0.991189
0.051301, 0.041724, 0.990945
0.052216, 0.040992, 0.989969
0.050630, 0.041480, 0.990945
0.052643, 0.040565, 0.989664
0.053192, 0.041114, 0.990701
0.052033, 0.042517, 0.992531
0.051301, 0.040626, 0.989237
0.052887, 0.041541, 0.991189
0.052033, 0.043005, 0.992165
0.052155, 0.041480, 0.989542
0.051118, 0.042822, 0.989237
0.050752, 0.040687, 0.991372
0.053375, 0.042578, 0.991067
0.052643, 0.042029, 0.991067
0.052948, 0.040443, 0.990945
0.052094, 0.041480, 0.990457
0.049776, 0.041419, 0.993263
0.052094, 0.043676, 0.989664
0.052216, 0.043066, 0.988139
0.051545, 0.040870, 0.990640
0.051606, 0.041968, 0.995459
0.051301, 0.041724, 0.991311
0.051972, 0.042395, 0.991250
0.051545, 0.042517, 0.989603
0.049959, 0.040626, 0.990945
0.052521, 0.043066, 0.989054
0.052216, 0.041724, 0.990701
0.051545, 0.042578, 0.990518
0.051667, 0.041907, 0.991433
0.053802, 0.041602, 0.991738
0.051545, 0.042822, 0.992165
0.053131, 0.040565, 0.991006
0.053680, 0.043249, 0.992165
0.051972, 0.041663, 0.991494
0.050630, 0.041541, 0.991860
0.052704, 0.042090, 0.989969
0.052826, 0.042700, 0.991982
0.051545, 0.042151, 0.989603
0.053192, 0.041785, 0.988566
0.052643, 0.042151, 0.989847
0.053863, 0.042029, 0.991372
0.052094, 0.043005, 0.990762
0.051911, 0.041724, 0.989115
0.051606, 0.040931, 0.991128
0.051545, 0.042761, 0.990335
0.053985, 0.043005, 0.992592
